Place,Sponsor,Team,Size,Complexity,Method,Type,Score,Scaled Score,Prediction
precarious,good,moderate,large,complex,waterfall,Greenfield,20.9037037,14.59595086,precarious
precarious,good,moderate,large,complex,waterfall,Development with components,22.16666667,17.54628829,precarious
precarious,good,moderate,large,complex,waterfall,Customizing of bought solution,22.97037037,19.42377574,precarious
precarious,good,moderate,large,complex,waterfall,Modernisation,24.46296296,22.91053816,precarious
precarious,good,moderate,large,complex,agile,Greenfield,24.01851852,21.87229625,precarious
precarious,good,moderate,large,complex,agile,Development with components,25.28148148,24.82263367,precarious
precarious,good,moderate,large,complex,agile,Customizing of bought solution,26.08518519,26.70012113,moderate
precarious,good,moderate,large,complex,agile,Modernisation,27.57777778,30.18688354,moderate
precarious,good,moderate,large,average,waterfall,Greenfield,22.23703704,17.71067659,precarious
precarious,good,moderate,large,average,waterfall,Development with components,23.5,20.66101402,precarious
precarious,good,moderate,large,average,waterfall,Customizing of bought solution,24.3037037,22.53850147,precarious
precarious,good,moderate,large,average,waterfall,Modernisation,25.7962963,26.02526389,moderate
precarious,good,moderate,large,average,agile,Greenfield,25.35185185,24.98702198,precarious
precarious,good,moderate,large,average,agile,Development with components,26.61481481,27.9373594,moderate
precarious,good,moderate,large,average,agile,Customizing of bought solution,27.41851852,29.81484686,moderate
precarious,good,moderate,large,average,agile,Modernisation,28.91111111,33.30160927,moderate
precarious,good,moderate,large,easy,waterfall,Greenfield,22.59259259,18.54127012,precarious
precarious,good,moderate,large,easy,waterfall,Development with components,23.85555556,21.49160754,precarious
precarious,good,moderate,large,easy,waterfall,Customizing of bought solution,24.65925926,23.369095,precarious
precarious,good,moderate,large,easy,waterfall,Modernisation,26.15185185,26.85585741,moderate
precarious,good,moderate,large,easy,agile,Greenfield,25.70740741,25.8176155,moderate
precarious,good,moderate,large,easy,agile,Development with components,26.97037037,28.76795293,moderate
precarious,good,moderate,large,easy,agile,Customizing of bought solution,27.77407407,30.64544039,moderate
precarious,good,moderate,large,easy,agile,Modernisation,29.26666667,34.1322028,moderate
precarious,good,moderate,large,very easy,waterfall,Greenfield,22.77037037,18.95656688,precarious
precarious,good,moderate,large,very easy,waterfall,Development with components,24.03333333,21.90690431,precarious
precarious,good,moderate,large,very easy,waterfall,Customizing of bought solution,24.83703704,23.78439176,precarious
precarious,good,moderate,large,very easy,waterfall,Modernisation,26.32962963,27.27115418,moderate
precarious,good,moderate,large,very easy,agile,Greenfield,25.88518519,26.23291227,moderate
precarious,good,moderate,large,very easy,agile,Development with components,27.14814815,29.1832497,moderate
precarious,good,moderate,large,very easy,agile,Customizing of bought solution,27.95185185,31.06073715,moderate
precarious,good,moderate,large,very easy,agile,Modernisation,29.44444444,34.54749957,moderate
precarious,good,moderate,medium,very complex,waterfall,Greenfield,21.85925926,16.82817096,precarious
precarious,good,moderate,medium,very complex,waterfall,Development with components,23.12222222,19.77850839,precarious
precarious,good,moderate,medium,very complex,waterfall,Customizing of bought solution,23.92592593,21.65599585,precarious
precarious,good,moderate,medium,very complex,waterfall,Modernisation,25.41851852,25.14275826,moderate
precarious,good,moderate,medium,very complex,agile,Greenfield,24.97407407,24.10451635,precarious
precarious,good,moderate,medium,very complex,agile,Development with components,26.23703704,27.05485378,moderate
precarious,good,moderate,medium,very complex,agile,Customizing of bought solution,27.04074074,28.93234124,moderate
precarious,good,moderate,medium,very complex,agile,Modernisation,28.53333333,32.41910365,moderate
precarious,good,moderate,medium,complex,waterfall,Greenfield,22.12592593,17.45111611,precarious
precarious,good,moderate,medium,complex,waterfall,Development with components,23.38888889,20.40145354,precarious
precarious,good,moderate,medium,complex,waterfall,Customizing of bought solution,24.19259259,22.27894099,precarious
precarious,good,moderate,medium,complex,waterfall,Modernisation,25.68518519,25.76570341,moderate
precarious,good,moderate,medium,complex,agile,Greenfield,25.24074074,24.7274615,precarious
precarious,good,moderate,medium,complex,agile,Development with components,26.5037037,27.67779893,moderate
precarious,good,moderate,medium,complex,agile,Customizing of bought solution,27.30740741,29.55528638,moderate
precarious,good,moderate,medium,complex,agile,Modernisation,28.8,33.0420488,moderate
precarious,good,moderate,medium,average,waterfall,Greenfield,23.45925926,20.56584184,precarious
precarious,good,moderate,medium,average,waterfall,Development with components,24.72222222,23.51617927,precarious
precarious,good,moderate,medium,average,waterfall,Customizing of bought solution,25.52592593,25.39366672,moderate
precarious,good,moderate,medium,average,waterfall,Modernisation,27.01851852,28.88042914,moderate
precarious,good,moderate,medium,average,agile,Greenfield,26.57407407,27.84218723,moderate
precarious,good,moderate,medium,average,agile,Development with components,27.83703704,30.79252466,moderate
precarious,good,moderate,medium,average,agile,Customizing of bought solution,28.64074074,32.67001211,moderate
precarious,good,moderate,medium,average,agile,Modernisation,30.13333333,36.15677453,moderate
precarious,good,moderate,medium,easy,waterfall,Greenfield,23.81481481,21.39643537,precarious
precarious,good,moderate,medium,easy,waterfall,Development with components,25.07777778,24.3467728,precarious
precarious,good,moderate,medium,easy,waterfall,Customizing of bought solution,25.88148148,26.22426025,moderate
precarious,good,moderate,medium,easy,waterfall,Modernisation,27.37407407,29.71102267,moderate
precarious,good,moderate,medium,easy,agile,Greenfield,26.92962963,28.67278076,moderate
precarious,good,moderate,medium,easy,agile,Development with components,28.19259259,31.62311819,moderate
precarious,good,moderate,medium,easy,agile,Customizing of bought solution,28.9962963,33.50060564,moderate
precarious,good,moderate,medium,easy,agile,Modernisation,30.48888889,36.98736806,moderate
precarious,good,moderate,medium,very easy,waterfall,Greenfield,23.99259259,21.81173213,precarious
precarious,good,moderate,medium,very easy,waterfall,Development with components,25.25555556,24.76206956,precarious
precarious,good,moderate,medium,very easy,waterfall,Customizing of bought solution,26.05925926,26.63955702,moderate
precarious,good,moderate,medium,very easy,waterfall,Modernisation,27.55185185,30.12631943,moderate
precarious,good,moderate,medium,very easy,agile,Greenfield,27.10740741,29.08807752,moderate
precarious,good,moderate,medium,very easy,agile,Development with components,28.37037037,32.03841495,moderate
precarious,good,moderate,medium,very easy,agile,Customizing of bought solution,29.17407407,33.91590241,moderate
precarious,good,moderate,medium,very easy,agile,Modernisation,30.66666667,37.40266482,moderate
precarious,good,moderate,moderate,very complex,waterfall,Greenfield,23.48888889,20.63505797,precarious
precarious,good,moderate,moderate,very complex,waterfall,Development with components,24.75185185,23.5853954,precarious
precarious,good,moderate,moderate,very complex,waterfall,Customizing of bought solution,25.55555556,25.46288285,moderate
precarious,good,moderate,moderate,very complex,waterfall,Modernisation,27.04814815,28.94964527,moderate
precarious,good,moderate,moderate,very complex,agile,Greenfield,26.6037037,27.91140336,moderate
precarious,good,moderate,moderate,very complex,agile,Development with components,27.86666667,30.86174079,moderate
precarious,good,moderate,moderate,very complex,agile,Customizing of bought solution,28.67037037,32.73922824,moderate
precarious,good,moderate,moderate,very complex,agile,Modernisation,30.16296296,36.22599066,moderate
precarious,good,moderate,moderate,complex,waterfall,Greenfield,23.75555556,21.25800311,precarious
precarious,good,moderate,moderate,complex,waterfall,Development with components,25.01851852,24.20834054,precarious
precarious,good,moderate,moderate,complex,waterfall,Customizing of bought solution,25.82222222,26.085828,moderate
precarious,good,moderate,moderate,complex,waterfall,Modernisation,27.31481481,29.57259041,moderate
precarious,good,moderate,moderate,complex,agile,Greenfield,26.87037037,28.5343485,moderate
precarious,good,moderate,moderate,complex,agile,Development with components,28.13333333,31.48468593,moderate
precarious,good,moderate,moderate,complex,agile,Customizing of bought solution,28.93703704,33.36217339,moderate
precarious,good,moderate,moderate,complex,agile,Modernisation,30.42962963,36.8489358,moderate
precarious,good,moderate,moderate,average,waterfall,Greenfield,25.08888889,24.37272885,precarious
precarious,good,moderate,moderate,average,waterfall,Development with components,26.35185185,27.32306627,moderate
precarious,good,moderate,moderate,average,waterfall,Customizing of bought solution,27.15555556,29.20055373,moderate
precarious,good,moderate,moderate,average,waterfall,Modernisation,28.64814815,32.68731614,moderate
precarious,good,moderate,moderate,average,agile,Greenfield,28.2037037,31.64907423,moderate
precarious,good,moderate,moderate,average,agile,Development with components,29.46666667,34.59941166,moderate
precarious,good,moderate,moderate,average,agile,Customizing of bought solution,30.27037037,36.47689912,moderate
precarious,good,moderate,moderate,average,agile,Modernisation,31.76296296,39.96366153,moderate
precarious,good,moderate,moderate,easy,waterfall,Greenfield,25.44444444,25.20332237,moderate
precarious,good,moderate,moderate,easy,waterfall,Development with components,26.70740741,28.1536598,moderate
precarious,good,moderate,moderate,easy,waterfall,Customizing of bought solution,27.51111111,30.03114726,moderate
precarious,good,moderate,moderate,easy,waterfall,Modernisation,29.0037037,33.51790967,moderate
precarious,good,moderate,moderate,easy,agile,Greenfield,28.55925926,32.47966776,moderate
precarious,good,moderate,moderate,easy,agile,Development with components,29.82222222,35.43000519,moderate
precarious,good,moderate,moderate,easy,agile,Customizing of bought solution,30.62592593,37.30749265,moderate
precarious,good,moderate,moderate,easy,agile,Modernisation,32.11851852,40.79425506,moderate
precarious,good,moderate,moderate,very easy,waterfall,Greenfield,25.62222222,25.61861914,moderate
precarious,good,moderate,moderate,very easy,waterfall,Development with components,26.88518519,28.56895657,moderate
precarious,good,moderate,moderate,very easy,waterfall,Customizing of bought solution,27.68888889,30.44644402,moderate
precarious,good,moderate,moderate,very easy,waterfall,Modernisation,29.18148148,33.93320644,moderate
precarious,good,moderate,moderate,very easy,agile,Greenfield,28.73703704,32.89496453,moderate
precarious,good,moderate,moderate,very easy,agile,Development with components,30,35.84530196,moderate
precarious,good,moderate,moderate,very easy,agile,Customizing of bought solution,30.8037037,37.72278941,moderate
precarious,good,moderate,moderate,very easy,agile,Modernisation,32.2962963,41.20955183,moderate
precarious,good,moderate,small,very complex,waterfall,Greenfield,30.61851852,37.29018861,moderate
precarious,good,moderate,small,very complex,waterfall,Development with components,31.88148148,40.24052604,moderate
precarious,good,moderate,small,very complex,waterfall,Customizing of bought solution,32.68518519,42.1180135,moderate
precarious,good,moderate,small,very complex,waterfall,Modernisation,34.17777778,45.60477591,moderate
precarious,good,moderate,small,very complex,agile,Greenfield,33.73333333,44.566534,moderate
precarious,good,moderate,small,very complex,agile,Development with components,34.9962963,47.51687143,moderate
precarious,good,moderate,small,very complex,agile,Customizing of bought solution,35.8,49.39435889,good
precarious,good,moderate,small,very complex,agile,Modernisation,37.29259259,52.8811213,good
precarious,good,moderate,small,complex,waterfall,Greenfield,30.88518519,37.91313376,moderate
precarious,good,moderate,small,complex,waterfall,Development with components,32.14814815,40.86347119,moderate
precarious,good,moderate,small,complex,waterfall,Customizing of bought solution,32.95185185,42.74095864,moderate
precarious,good,moderate,small,complex,waterfall,Modernisation,34.44444444,46.22772106,moderate
precarious,good,moderate,small,complex,agile,Greenfield,34,45.18947915,moderate
precarious,good,moderate,small,complex,agile,Development with components,35.26296296,48.13981658,good
precarious,good,moderate,small,complex,agile,Customizing of bought solution,36.06666667,50.01730403,good
precarious,good,moderate,small,complex,agile,Modernisation,37.55925926,53.50406645,good
precarious,good,moderate,small,average,waterfall,Greenfield,32.21851852,41.02785949,moderate
precarious,good,moderate,small,average,waterfall,Development with components,33.48148148,43.97819692,moderate
precarious,good,moderate,small,average,waterfall,Customizing of bought solution,34.28518519,45.85568437,moderate
precarious,good,moderate,small,average,waterfall,Modernisation,35.77777778,49.34244679,good
precarious,good,moderate,small,average,agile,Greenfield,35.33333333,48.30420488,good
precarious,good,moderate,small,average,agile,Development with components,36.5962963,51.25454231,good
precarious,good,moderate,small,average,agile,Customizing of bought solution,37.4,53.13202976,good
precarious,good,moderate,small,average,agile,Modernisation,38.89259259,56.61879218,good
precarious,good,moderate,small,easy,waterfall,Greenfield,32.57407407,41.85845302,moderate
precarious,good,moderate,small,easy,waterfall,Development with components,33.83703704,44.80879045,moderate
precarious,good,moderate,small,easy,waterfall,Customizing of bought solution,34.64074074,46.6862779,moderate
precarious,good,moderate,small,easy,waterfall,Modernisation,36.13333333,50.17304032,good
precarious,good,moderate,small,easy,agile,Greenfield,35.68888889,49.13479841,good
precarious,good,moderate,small,easy,agile,Development with components,36.95185185,52.08513584,good
precarious,good,moderate,small,easy,agile,Customizing of bought solution,37.75555556,53.96262329,good
precarious,good,moderate,small,easy,agile,Modernisation,39.24814815,57.44938571,good
precarious,good,moderate,small,very easy,waterfall,Greenfield,32.75185185,42.27374978,moderate
precarious,good,moderate,small,very easy,waterfall,Development with components,34.01481481,45.22408721,moderate
precarious,good,moderate,small,very easy,waterfall,Customizing of bought solution,34.81851852,47.10157467,moderate
precarious,good,moderate,small,very easy,waterfall,Modernisation,36.31111111,50.58833708,good
precarious,good,moderate,small,very easy,agile,Greenfield,35.86666667,49.55009517,good
precarious,good,moderate,small,very easy,agile,Development with components,37.12962963,52.5004326,good
precarious,good,moderate,small,very easy,agile,Customizing of bought solution,37.93333333,54.37792006,good
precarious,good,moderate,small,very easy,agile,Modernisation,39.42592593,57.86468247,good
precarious,good,good,grand,very complex,waterfall,Greenfield,24.50740741,23.01436235,precarious
precarious,good,good,grand,very complex,waterfall,Development with components,25.77037037,25.96469978,moderate
precarious,good,good,grand,very complex,waterfall,Customizing of bought solution,26.57407407,27.84218723,moderate
precarious,good,good,grand,very complex,waterfall,Modernisation,28.06666667,31.32894965,moderate
precarious,good,good,grand,very complex,agile,Greenfield,27.62222222,30.29070773,moderate
precarious,good,good,grand,very complex,agile,Development with components,28.88518519,33.24104516,moderate
precarious,good,good,grand,very complex,agile,Customizing of bought solution,29.68888889,35.11853262,moderate
precarious,good,good,grand,very complex,agile,Modernisation,31.18148148,38.60529503,moderate
precarious,good,good,grand,complex,waterfall,Greenfield,24.77407407,23.63730749,precarious
precarious,good,good,grand,complex,waterfall,Development with components,26.03703704,26.58764492,moderate
precarious,good,good,grand,complex,waterfall,Customizing of bought solution,26.84074074,28.46513238,moderate
precarious,good,good,grand,complex,waterfall,Modernisation,28.33333333,31.95189479,moderate
precarious,good,good,grand,complex,agile,Greenfield,27.88888889,30.91365288,moderate
precarious,good,good,grand,complex,agile,Development with components,29.15185185,33.86399031,moderate
precarious,good,good,grand,complex,agile,Customizing of bought solution,29.95555556,35.74147776,moderate
precarious,good,good,grand,complex,agile,Modernisation,31.44814815,39.22824018,moderate
precarious,good,good,grand,average,waterfall,Greenfield,26.10740741,26.75203322,moderate
precarious,good,good,grand,average,waterfall,Development with components,27.37037037,29.70237065,moderate
precarious,good,good,grand,average,waterfall,Customizing of bought solution,28.17407407,31.57985811,moderate
precarious,good,good,grand,average,waterfall,Modernisation,29.66666667,35.06662052,moderate
precarious,good,good,grand,average,agile,Greenfield,29.22222222,34.02837861,moderate
precarious,good,good,grand,average,agile,Development with components,30.48518519,36.97871604,moderate
precarious,good,good,grand,average,agile,Customizing of bought solution,31.28888889,38.8562035,moderate
precarious,good,good,grand,average,agile,Modernisation,32.78148148,42.34296591,moderate
precarious,good,good,grand,easy,waterfall,Greenfield,26.46296296,27.58262675,moderate
precarious,good,good,grand,easy,waterfall,Development with components,27.72592593,30.53296418,moderate
precarious,good,good,grand,easy,waterfall,Customizing of bought solution,28.52962963,32.41045164,moderate
precarious,good,good,grand,easy,waterfall,Modernisation,30.02222222,35.89721405,moderate
precarious,good,good,grand,easy,agile,Greenfield,29.57777778,34.85897214,moderate
precarious,good,good,grand,easy,agile,Development with components,30.84074074,37.80930957,moderate
precarious,good,good,grand,easy,agile,Customizing of bought solution,31.64444444,39.68679702,moderate
precarious,good,good,grand,easy,agile,Modernisation,33.13703704,43.17355944,moderate
precarious,good,good,grand,very easy,waterfall,Greenfield,26.64074074,27.99792352,moderate
precarious,good,good,grand,very easy,waterfall,Development with components,27.9037037,30.94826094,moderate
precarious,good,good,grand,very easy,waterfall,Customizing of bought solution,28.70740741,32.8257484,moderate
precarious,good,good,grand,very easy,waterfall,Modernisation,30.2,36.31251082,moderate
precarious,good,good,grand,very easy,agile,Greenfield,29.75555556,35.2742689,moderate
precarious,good,good,grand,very easy,agile,Development with components,31.01851852,38.22460633,moderate
precarious,good,good,grand,very easy,agile,Customizing of bought solution,31.82222222,40.10209379,moderate
precarious,good,good,grand,very easy,agile,Modernisation,33.31481481,43.5888562,moderate
precarious,good,good,large,very complex,waterfall,Greenfield,25.72962963,25.8695276,moderate
precarious,good,good,large,very complex,waterfall,Development with components,26.99259259,28.81986503,moderate
precarious,good,good,large,very complex,waterfall,Customizing of bought solution,27.7962963,30.69735248,moderate
precarious,good,good,large,very complex,waterfall,Modernisation,29.28888889,34.1841149,moderate
precarious,good,good,large,very complex,agile,Greenfield,28.84444444,33.14587299,moderate
precarious,good,good,large,very complex,agile,Development with components,30.10740741,36.09621042,moderate
precarious,good,good,large,very complex,agile,Customizing of bought solution,30.91111111,37.97369787,moderate
precarious,good,good,large,very complex,agile,Modernisation,32.4037037,41.46046029,moderate
precarious,good,good,large,complex,waterfall,Greenfield,25.9962963,26.49247275,moderate
precarious,good,good,large,complex,waterfall,Development with components,27.25925926,29.44281017,moderate
precarious,good,good,large,complex,waterfall,Customizing of bought solution,28.06296296,31.32029763,moderate
precarious,good,good,large,complex,waterfall,Modernisation,29.55555556,34.80706004,moderate
precarious,good,good,large,complex,agile,Greenfield,29.11111111,33.76881813,moderate
precarious,good,good,large,complex,agile,Development with components,30.37407407,36.71915556,moderate
precarious,good,good,large,complex,agile,Customizing of bought solution,31.17777778,38.59664302,moderate
precarious,good,good,large,complex,agile,Modernisation,32.67037037,42.08340543,moderate
precarious,good,good,large,average,waterfall,Greenfield,27.32962963,29.60719848,moderate
precarious,good,good,large,average,waterfall,Development with components,28.59259259,32.55753591,moderate
precarious,good,good,large,average,waterfall,Customizing of bought solution,29.3962963,34.43502336,moderate
precarious,good,good,large,average,waterfall,Modernisation,30.88888889,37.92178578,moderate
precarious,good,good,large,average,agile,Greenfield,30.44444444,36.88354387,moderate
precarious,good,good,large,average,agile,Development with components,31.70740741,39.83388129,moderate
precarious,good,good,large,average,agile,Customizing of bought solution,32.51111111,41.71136875,moderate
precarious,good,good,large,average,agile,Modernisation,34.0037037,45.19813116,moderate
precarious,good,good,large,easy,waterfall,Greenfield,27.68518519,30.43779201,moderate
precarious,good,good,large,easy,waterfall,Development with components,28.94814815,33.38812943,moderate
precarious,good,good,large,easy,waterfall,Customizing of bought solution,29.75185185,35.26561689,moderate
precarious,good,good,large,easy,waterfall,Modernisation,31.24444444,38.7523793,moderate
precarious,good,good,large,easy,agile,Greenfield,30.8,37.71413739,moderate
precarious,good,good,large,easy,agile,Development with components,32.06296296,40.66447482,moderate
precarious,good,good,large,easy,agile,Customizing of bought solution,32.86666667,42.54196228,moderate
precarious,good,good,large,easy,agile,Modernisation,34.35925926,46.02872469,moderate
precarious,good,good,large,very easy,waterfall,Greenfield,27.86296296,30.85308877,moderate
precarious,good,good,large,very easy,waterfall,Development with components,29.12592593,33.8034262,moderate
precarious,good,good,large,very easy,waterfall,Customizing of bought solution,29.92962963,35.68091365,moderate
precarious,good,good,large,very easy,waterfall,Modernisation,31.42222222,39.16767607,moderate
precarious,good,good,large,very easy,agile,Greenfield,30.97777778,38.12943416,moderate
precarious,good,good,large,very easy,agile,Development with components,32.24074074,41.07977159,moderate
precarious,good,good,large,very easy,agile,Customizing of bought solution,33.04444444,42.95725904,moderate
precarious,good,good,large,very easy,agile,Modernisation,34.53703704,46.44402146,moderate
precarious,good,good,medium,very complex,waterfall,Greenfield,26.95185185,28.72469285,moderate
precarious,good,good,medium,very complex,waterfall,Development with components,28.21481481,31.67503028,moderate
precarious,good,good,medium,very complex,waterfall,Customizing of bought solution,29.01851852,33.55251774,moderate
precarious,good,good,medium,very complex,waterfall,Modernisation,30.51111111,37.03928015,moderate
precarious,good,good,medium,very complex,agile,Greenfield,30.06666667,36.00103824,moderate
precarious,good,good,medium,very complex,agile,Development with components,31.32962963,38.95137567,moderate
precarious,good,good,medium,very complex,agile,Customizing of bought solution,32.13333333,40.82886313,moderate
precarious,good,good,medium,very complex,agile,Modernisation,33.62592593,44.31562554,moderate
precarious,good,good,medium,complex,waterfall,Greenfield,27.21851852,29.347638,moderate
precarious,good,good,medium,complex,waterfall,Development with components,28.48148148,32.29797543,moderate
precarious,good,good,medium,complex,waterfall,Customizing of bought solution,29.28518519,34.17546288,moderate
precarious,good,good,medium,complex,waterfall,Modernisation,30.77777778,37.6622253,moderate
precarious,good,good,medium,complex,agile,Greenfield,30.33333333,36.62398339,moderate
precarious,good,good,medium,complex,agile,Development with components,31.5962963,39.57432082,moderate
precarious,good,good,medium,complex,agile,Customizing of bought solution,32.4,41.45180827,moderate
precarious,good,good,medium,complex,agile,Modernisation,33.89259259,44.93857069,moderate
precarious,good,good,medium,average,waterfall,Greenfield,28.55185185,32.46236373,moderate
precarious,good,good,medium,average,waterfall,Development with components,29.81481481,35.41270116,moderate
precarious,good,good,medium,average,waterfall,Customizing of bought solution,30.61851852,37.29018861,moderate
precarious,good,good,medium,average,waterfall,Modernisation,32.11111111,40.77695103,moderate
precarious,good,good,medium,average,agile,Greenfield,31.66666667,39.73870912,moderate
precarious,good,good,medium,average,agile,Development with components,32.92962963,42.68904655,moderate
precarious,good,good,medium,average,agile,Customizing of bought solution,33.73333333,44.566534,moderate
precarious,good,good,medium,average,agile,Modernisation,35.22592593,48.05329642,good
precarious,good,good,medium,easy,waterfall,Greenfield,28.90740741,33.29295726,moderate
precarious,good,good,medium,easy,waterfall,Development with components,30.17037037,36.24329469,moderate
precarious,good,good,medium,easy,waterfall,Customizing of bought solution,30.97407407,38.12078214,moderate
precarious,good,good,medium,easy,waterfall,Modernisation,32.46666667,41.60754456,moderate
precarious,good,good,medium,easy,agile,Greenfield,32.02222222,40.56930265,moderate
precarious,good,good,medium,easy,agile,Development with components,33.28518519,43.51964008,moderate
precarious,good,good,medium,easy,agile,Customizing of bought solution,34.08888889,45.39712753,moderate
precarious,good,good,medium,easy,agile,Modernisation,35.58148148,48.88388995,good
precarious,good,good,medium,very easy,waterfall,Greenfield,29.08518519,33.70825402,moderate
precarious,good,good,medium,very easy,waterfall,Development with components,30.34814815,36.65859145,moderate
precarious,good,good,medium,very easy,waterfall,Customizing of bought solution,31.15185185,38.53607891,moderate
precarious,good,good,medium,very easy,waterfall,Modernisation,32.64444444,42.02284132,moderate
precarious,good,good,medium,very easy,agile,Greenfield,32.2,40.98459941,moderate
precarious,good,good,medium,very easy,agile,Development with components,33.46296296,43.93493684,moderate
precarious,good,good,medium,very easy,agile,Customizing of bought solution,34.26666667,45.81242429,moderate
precarious,good,good,medium,very easy,agile,Modernisation,35.75925926,49.29918671,good
precarious,good,good,moderate,very complex,waterfall,Greenfield,28.58148148,32.53157986,moderate
precarious,good,good,moderate,very complex,waterfall,Development with components,29.84444444,35.48191729,moderate
precarious,good,good,moderate,very complex,waterfall,Customizing of bought solution,30.64814815,37.35940474,moderate
precarious,good,good,moderate,very complex,waterfall,Modernisation,32.14074074,40.84616716,moderate
precarious,good,good,moderate,very complex,agile,Greenfield,31.6962963,39.80792525,moderate
precarious,good,good,moderate,very complex,agile,Development with components,32.95925926,42.75826268,moderate
precarious,good,good,moderate,very complex,agile,Customizing of bought solution,33.76296296,44.63575013,moderate
precarious,good,good,moderate,very complex,agile,Modernisation,35.25555556,48.12251255,good
precarious,good,good,moderate,complex,waterfall,Greenfield,28.84814815,33.154525,moderate
precarious,good,good,moderate,complex,waterfall,Development with components,30.11111111,36.10486243,moderate
precarious,good,good,moderate,complex,waterfall,Customizing of bought solution,30.91481481,37.98234989,moderate
precarious,good,good,moderate,complex,waterfall,Modernisation,32.40740741,41.4691123,moderate
precarious,good,good,moderate,complex,agile,Greenfield,31.96296296,40.43087039,moderate
precarious,good,good,moderate,complex,agile,Development with components,33.22592593,43.38120782,moderate
precarious,good,good,moderate,complex,agile,Customizing of bought solution,34.02962963,45.25869528,moderate
precarious,good,good,moderate,complex,agile,Modernisation,35.52222222,48.74545769,good
precarious,good,good,moderate,average,waterfall,Greenfield,30.18148148,36.26925074,moderate
precarious,good,good,moderate,average,waterfall,Development with components,31.44444444,39.21958816,moderate
precarious,good,good,moderate,average,waterfall,Customizing of bought solution,32.24814815,41.09707562,moderate
precarious,good,good,moderate,average,waterfall,Modernisation,33.74074074,44.58383803,moderate
precarious,good,good,moderate,average,agile,Greenfield,33.2962963,43.54559612,moderate
precarious,good,good,moderate,average,agile,Development with components,34.55925926,46.49593355,moderate
precarious,good,good,moderate,average,agile,Customizing of bought solution,35.36296296,48.37342101,good
precarious,good,good,moderate,average,agile,Modernisation,36.85555556,51.86018342,good
precarious,good,good,moderate,easy,waterfall,Greenfield,30.53703704,37.09984426,moderate
precarious,good,good,moderate,easy,waterfall,Development with components,31.8,40.05018169,moderate
precarious,good,good,moderate,easy,waterfall,Customizing of bought solution,32.6037037,41.92766915,moderate
precarious,good,good,moderate,easy,waterfall,Modernisation,34.0962963,45.41443156,moderate
precarious,good,good,moderate,easy,agile,Greenfield,33.65185185,44.37618965,moderate
precarious,good,good,moderate,easy,agile,Development with components,34.91481481,47.32652708,moderate
precarious,good,good,moderate,easy,agile,Customizing of bought solution,35.71851852,49.20401454,good
precarious,good,good,moderate,easy,agile,Modernisation,37.21111111,52.69077695,good
precarious,good,good,moderate,very easy,waterfall,Greenfield,30.71481481,37.51514103,moderate
precarious,good,good,moderate,very easy,waterfall,Development with components,31.97777778,40.46547846,moderate
precarious,good,good,moderate,very easy,waterfall,Customizing of bought solution,32.78148148,42.34296591,moderate
precarious,good,good,moderate,very easy,waterfall,Modernisation,34.27407407,45.82972833,moderate
precarious,good,good,moderate,very easy,agile,Greenfield,33.82962963,44.79148642,moderate
precarious,good,good,moderate,very easy,agile,Development with components,35.09259259,47.74182384,moderate
precarious,good,good,moderate,very easy,agile,Customizing of bought solution,35.8962963,49.6193113,good
precarious,good,good,moderate,very easy,agile,Modernisation,37.38888889,53.10607372,good
precarious,good,good,small,very complex,waterfall,Greenfield,35.71111111,49.1867105,good
precarious,good,good,small,very complex,waterfall,Development with components,36.97407407,52.13704793,good
precarious,good,good,small,very complex,waterfall,Customizing of bought solution,37.77777778,54.01453539,good
precarious,good,good,small,very complex,waterfall,Modernisation,39.27037037,57.5012978,good
precarious,good,good,small,very complex,agile,Greenfield,38.82592593,56.46305589,good
precarious,good,good,small,very complex,agile,Development with components,40.08888889,59.41339332,good
precarious,good,good,small,very complex,agile,Customizing of bought solution,40.89259259,61.29088078,good
precarious,good,good,small,very complex,agile,Modernisation,42.38518519,64.77764319,good
precarious,good,good,small,complex,waterfall,Greenfield,35.97777778,49.80965565,good
precarious,good,good,small,complex,waterfall,Development with components,37.24074074,52.75999308,good
precarious,good,good,small,complex,waterfall,Customizing of bought solution,38.04444444,54.63748053,good
precarious,good,good,small,complex,waterfall,Modernisation,39.53703704,58.12424295,good
precarious,good,good,small,complex,agile,Greenfield,39.09259259,57.08600104,good
precarious,good,good,small,complex,agile,Development with components,40.35555556,60.03633847,good
precarious,good,good,small,complex,agile,Customizing of bought solution,41.15925926,61.91382592,good
precarious,good,good,small,complex,agile,Modernisation,42.65185185,65.40058834,good
precarious,good,good,small,average,waterfall,Greenfield,37.31111111,52.92438138,good
precarious,good,good,small,average,waterfall,Development with components,38.57407407,55.87471881,good
precarious,good,good,small,average,waterfall,Customizing of bought solution,39.37777778,57.75220626,good
precarious,good,good,small,average,waterfall,Modernisation,40.87037037,61.23896868,good
precarious,good,good,small,average,agile,Greenfield,40.42592593,60.20072677,good
precarious,good,good,small,average,agile,Development with components,41.68888889,63.1510642,good
precarious,good,good,small,average,agile,Customizing of bought solution,42.49259259,65.02855165,good
precarious,good,good,small,average,agile,Modernisation,43.98518519,68.51531407,good
precarious,good,good,small,easy,waterfall,Greenfield,37.66666667,53.75497491,good
precarious,good,good,small,easy,waterfall,Development with components,38.92962963,56.70531234,good
